,student_id,city,city_development_index,gender,relevant_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,job_change
5178,14475,city_114,0.926,,True,no_enrollment,,,>20,1000-4999,Pvt Ltd,never,123,False
5183,10531,city_71,0.884,,True,Part time course,Graduate,STEM,17,10000+,Pvt Ltd,1,184,False
5194,10383,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,>4,66,False
5198,5215,city_115,0.789,Male,True,Full time course,Graduate,STEM,14,10000+,Pvt Ltd,1,130,False
5199,10405,city_103,0.92,Male,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,4,35,False
5200,25798,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,3,12,False
5202,20316,city_149,0.689,Male,True,Full time course,Masters,STEM,10,5000-9999,Pvt Ltd,1,9,False
5206,10236,city_114,0.926,,False,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,5,False
5207,23720,city_65,0.802,Male,True,no_enrollment,Graduate,STEM,17,1000-4999,Pvt Ltd,2,90,False
5210,10094,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,10,1000-4999,Public Sector,>4,24,False
5213,32500,city_21,0.624,,True,no_enrollment,Masters,STEM,18,5000-9999,NGO,4,80,False
5216,28110,city_103,0.92,Female,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,57,False
5226,9951,city_103,0.92,,True,Part time course,Graduate,STEM,16,1000-4999,NGO,1,152,False
5252,169,city_98,0.949,,True,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,,62,False
5256,26326,city_103,0.92,Female,True,Part time course,Graduate,STEM,15,10000+,Other,>4,65,False
5262,25667,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Other,>4,28,False
5267,7660,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,27,False
5278,6190,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,16,False
5288,27729,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,10,5000-9999,Other,1,172,False
5292,26044,city_99,0.915,Male,True,Full time course,High School,,10,10000+,Pvt Ltd,1,89,False
5309,32069,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,102,False
5319,11244,city_36,0.893,Male,True,no_enrollment,Masters,STEM,20,5000-9999,Public Sector,2,15,False
5330,20972,city_103,0.92,Male,True,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,37,False
5340,1743,city_36,0.893,Male,True,no_enrollment,Masters,Business Degree,>20,1000-4999,Pvt Ltd,never,133,False
5353,32109,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,5000-9999,NGO,4,36,False
5354,7371,city_103,0.92,Male,False,no_enrollment,Phd,STEM,14,1000-4999,Pvt Ltd,1,15,False
5365,24907,city_76,0.698,Male,True,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,4,66,False
5372,20311,city_75,0.939,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,42,False
5386,1147,city_103,0.92,Other,False,Full time course,Graduate,STEM,11,5000-9999,Pvt Ltd,1,16,False
5387,10415,city_75,0.939,Female,True,no_enrollment,Masters,STEM,>20,1000-4999,,1,56,False
5396,2328,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,13,1000-4999,Pvt Ltd,1,114,False
5399,6780,city_46,0.762,Male,True,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,3,77,False
5400,2363,city_75,0.939,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,302,False
5403,24750,city_102,0.804,,True,no_enrollment,Primary School,,>20,10000+,,1,55,False
5421,11747,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,88,False
5423,12822,city_16,0.91,Male,True,Part time course,Phd,STEM,>20,1000-4999,Public Sector,>4,29,False
5428,4143,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,29,False
5429,16078,city_160,0.92,Male,True,no_enrollment,Graduate,STEM,20,10000+,Other,>4,45,False
5436,28558,city_19,0.682,Male,True,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,never,54,False
5439,30217,city_16,0.91,Male,True,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,>4,6,False
5448,11122,city_50,0.896,Male,False,no_enrollment,Graduate,Other,15,5000-9999,Pvt Ltd,1,17,False
5449,2264,city_76,0.698,Male,True,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,2,108,False
5450,24046,city_75,0.939,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,22,False
5463,6542,city_36,0.893,Male,True,no_enrollment,Masters,STEM,17,1000-4999,NGO,1,13,False
5468,13558,city_67,0.855,,True,Full time course,Masters,STEM,10,10000+,Pvt Ltd,1,82,False
5480,6062,city_160,0.92,,True,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,1,22,False
5481,12720,city_16,0.91,Male,True,no_enrollment,High School,,>20,1000-4999,Pvt Ltd,>4,200,False
5489,16686,city_16,0.91,,True,Full time course,Graduate,STEM,14,10000+,Pvt Ltd,never,9,False
5521,29169,city_103,0.92,,True,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,1,56,False
5530,28339,city_36,0.893,Male,True,Part time course,Graduate,STEM,12,5000-9999,Pvt Ltd,2,34,False
5542,18738,city_21,0.624,Male,True,no_enrollment,Graduate,STEM,15,5000-9999,Pvt Ltd,>4,20,False
5545,10786,city_103,0.92,Male,True,no_enrollment,Masters,Humanities,18,5000-9999,Other,>4,52,False
5550,18636,city_11,0.55,Male,True,no_enrollment,Masters,STEM,17,1000-4999,Public Sector,>4,107,False
5563,9931,city_103,0.92,,True,no_enrollment,Graduate,Humanities,>20,1000-4999,Public Sector,>4,234,False
5566,6248,city_53,0.74,,True,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,>4,242,False
5571,28982,city_75,0.939,Male,True,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,3,28,False
5593,17722,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,19,1000-4999,Pvt Ltd,>4,57,False
5598,2202,city_24,0.698,Male,True,no_enrollment,Masters,STEM,14,1000-4999,Pvt Ltd,>4,29,False
5602,14188,city_7,0.647,Male,True,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,>4,110,False
5603,22111,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,130,False
5610,2121,city_36,0.893,Male,True,no_enrollment,Masters,STEM,12,10000+,Pvt Ltd,1,42,False
5624,26851,city_103,0.92,Male,True,no_enrollment,Masters,STEM,12,10000+,Pvt Ltd,2,36,False
5625,18467,city_40,0.776,Female,True,no_enrollment,Masters,STEM,15,1000-4999,Pvt Ltd,2,25,False
5626,28114,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,10,5000-9999,Pvt Ltd,1,40,False
5636,28525,city_114,0.926,Male,True,no_enrollment,Graduate,STEM,17,5000-9999,Pvt Ltd,>4,3,False
5640,28154,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,16,10000+,Public Sector,>4,17,False
5666,11303,city_114,0.926,Male,True,no_enrollment,Masters,STEM,20,1000-4999,Pvt Ltd,>4,54,False
5673,32361,city_41,0.827,Male,True,no_enrollment,Masters,STEM,15,1000-4999,,1,83,False
5680,4396,city_160,0.92,Male,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,256,False
5707,32774,city_103,0.92,Other,True,no_enrollment,Graduate,STEM,13,5000-9999,Pvt Ltd,1,98,False
5710,25757,city_103,0.92,Male,True,no_enrollment,High School,,>20,1000-4999,Pvt Ltd,2,182,False
5721,4423,city_103,0.92,Male,True,no_enrollment,Graduate,Arts,18,5000-9999,Pvt Ltd,>4,109,False
5739,31641,city_103,0.92,Female,False,Full time course,Masters,STEM,>20,5000-9999,Public Sector,>4,4,False
5742,4149,city_136,0.897,Male,True,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,3,34,False
5745,431,city_103,0.92,,True,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,never,166,False
5747,12863,city_114,0.926,Male,False,Full time course,Masters,STEM,>20,5000-9999,Other,4,108,False
5752,23256,city_103,0.92,Male,True,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,>4,64,False
5753,1917,city_114,0.926,Male,True,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,2,182,False
5755,21665,city_104,0.924,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,4,18,False
5763,9428,city_36,0.893,Male,False,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,2,47,False
5767,24229,city_114,0.926,Male,True,Full time course,Masters,STEM,11,1000-4999,Public Sector,1,13,False
5771,31954,city_21,0.624,Male,True,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,3,58,False
5778,17811,city_64,0.666,Male,True,Full time course,Graduate,STEM,14,10000+,Pvt Ltd,3,258,False
5781,11877,city_73,0.754,Male,False,Part time course,Masters,STEM,10,10000+,Public Sector,2,41,False
5787,6493,city_75,0.939,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,68,False
5789,16795,city_136,0.897,,True,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,>4,282,False
5795,4165,city_103,0.92,Male,False,no_enrollment,Phd,Humanities,>20,1000-4999,Public Sector,2,83,False
5796,31214,city_59,0.775,Male,True,Part time course,Graduate,STEM,10,1000-4999,Pvt Ltd,>4,14,False
5808,21828,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,46,False
5829,23937,city_73,0.754,Male,True,no_enrollment,Graduate,STEM,11,5000-9999,Pvt Ltd,1,90,False
5832,17798,city_23,0.899,Male,True,Part time course,Graduate,STEM,16,10000+,Pvt Ltd,1,82,False
5835,19588,city_21,0.624,Male,True,no_enrollment,Masters,STEM,13,10000+,Pvt Ltd,1,107,False
5841,23922,city_36,0.893,,True,no_enrollment,Phd,Humanities,>20,10000+,Pvt Ltd,>4,11,False
5849,1342,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,10,10000+,Public Sector,>4,166,False
5851,3788,city_103,0.92,Female,True,no_enrollment,Masters,STEM,>20,5000-9999,Other,>4,46,False
5856,30691,city_160,0.92,Male,True,no_enrollment,Graduate,Business Degree,16,5000-9999,Pvt Ltd,never,194,False
5870,14872,city_114,0.926,Male,True,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,1,10,False
5874,3206,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,2,23,False
5890,11192,city_11,0.55,Male,True,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,3,165,False
5891,24767,city_103,0.92,,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,79,False
5972,22851,city_103,0.92,,True,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,1,56,False
5981,17054,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,20,10000+,Pvt Ltd,>4,40,False
6015,11750,city_11,0.55,Male,True,no_enrollment,Graduate,STEM,17,1000-4999,Pvt Ltd,4,13,False
6018,32148,city_103,0.92,Male,True,no_enrollment,Masters,Arts,>20,1000-4999,Pvt Ltd,>4,51,False
6022,6164,city_136,0.897,Male,True,no_enrollment,Masters,No Major,>20,10000+,Pvt Ltd,3,112,False
6033,13521,city_152,0.698,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,,149,False
6036,20138,city_67,0.855,Male,True,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,never,55,False
6040,1903,city_103,0.92,,True,no_enrollment,Masters,STEM,17,10000+,Pvt Ltd,>4,158,False
6049,1823,city_21,0.624,Male,True,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,1,57,False
6052,29320,city_16,0.91,Male,False,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,147,False
6062,15003,city_103,0.92,Male,False,no_enrollment,Phd,STEM,11,1000-4999,Pvt Ltd,2,51,False
6065,2839,city_114,0.926,Male,True,Full time course,Masters,STEM,16,5000-9999,Public Sector,2,8,False
6068,23264,city_61,0.913,Male,False,no_enrollment,Phd,STEM,>20,1000-4999,Public Sector,4,78,False
6071,29170,city_103,0.92,Male,True,no_enrollment,,,16,1000-4999,Pvt Ltd,>4,22,False
6075,3199,city_103,0.92,Male,False,no_enrollment,Masters,Humanities,10,1000-4999,NGO,3,16,False
6082,422,city_134,0.698,,False,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,>4,18,False
6084,20452,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,16,1000-4999,Public Sector,4,10,False
6086,12519,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,20,1000-4999,Pvt Ltd,1,44,False
6097,10674,city_100,0.887,Male,True,no_enrollment,Graduate,Arts,20,5000-9999,Pvt Ltd,1,26,False
6108,33183,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,62,False
6111,13079,city_103,0.92,,False,no_enrollment,Masters,Humanities,>20,10000+,Public Sector,4,154,False
6116,21752,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,92,False
6120,24450,city_71,0.884,Male,True,no_enrollment,Graduate,No Major,14,1000-4999,Pvt Ltd,1,96,False
6131,25385,city_103,0.92,,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,24,False
6134,15114,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,10,5000-9999,Pvt Ltd,1,21,False
6147,11370,city_103,0.92,,True,no_enrollment,Graduate,Arts,>20,10000+,Pvt Ltd,1,10,False
6163,31638,city_16,0.91,Male,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,44,False
6170,21086,city_103,0.92,,True,no_enrollment,Masters,STEM,14,10000+,Public Sector,3,55,False
6193,27080,city_83,0.923,,True,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,>4,104,False
6195,27224,city_173,0.878,Other,True,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,2,9,False
6209,21274,city_103,0.92,,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,145,False
6232,1044,city_67,0.855,Male,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,42,False
6250,10492,city_71,0.884,,True,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,25,False
6252,10061,city_103,0.92,Male,True,no_enrollment,Masters,STEM,13,1000-4999,Pvt Ltd,>4,29,False
6256,32869,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,11,1000-4999,Public Sector,>4,92,False
6265,26504,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,11,False
6280,12382,city_21,0.624,,False,Full time course,Masters,STEM,15,1000-4999,Public Sector,3,174,False
6288,28207,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,32,False
6291,19875,city_21,0.624,Male,True,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,>4,88,False
6292,29930,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,58,False
6293,2704,city_100,0.887,Male,True,no_enrollment,Graduate,STEM,11,1000-4999,Pvt Ltd,4,67,False
6310,1592,city_103,0.92,Male,True,no_enrollment,Phd,STEM,>20,5000-9999,NGO,>4,48,False
6319,11905,city_114,0.926,,True,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,4,40,False
6327,9873,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Public Sector,4,180,False
6331,28410,city_103,0.92,,True,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,1,36,False
6337,5791,city_75,0.939,Male,False,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,1,30,False
6340,17691,city_114,0.926,Male,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,13,False
6341,11652,city_16,0.91,Male,True,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,>4,56,False
6342,15405,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,2,51,False
6343,11284,city_114,0.926,Male,True,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,1,19,False
6357,32874,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,>4,86,False
6359,4303,city_103,0.92,Male,True,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,43,False
6362,13474,city_21,0.624,Male,True,,Masters,STEM,14,1000-4999,Pvt Ltd,4,56,False
6391,4733,city_103,0.92,Female,True,no_enrollment,Graduate,Humanities,>20,1000-4999,Pvt Ltd,4,96,False
6393,17640,city_71,0.884,Male,True,no_enrollment,Masters,STEM,19,5000-9999,Pvt Ltd,2,46,False
6395,25588,city_165,0.903,Male,False,no_enrollment,Phd,STEM,>20,1000-4999,Public Sector,>4,54,False
6397,2051,city_21,0.624,,True,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,,41,False
6398,6646,city_136,0.897,Male,True,Part time course,Graduate,STEM,10,10000+,Pvt Ltd,1,26,False
6402,8830,city_103,0.92,,True,no_enrollment,Graduate,Humanities,>20,1000-4999,Pvt Ltd,1,30,False
6405,2874,city_41,0.827,,True,Part time course,Masters,,18,10000+,Pvt Ltd,>4,49,False
6411,17003,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,20,10000+,Pvt Ltd,>4,78,False
6415,21180,city_99,0.915,Male,False,no_enrollment,Masters,STEM,15,1000-4999,Public Sector,never,28,False
6427,27092,city_114,0.926,Female,False,Full time course,Graduate,STEM,10,1000-4999,Public Sector,4,28,False
6428,25299,city_136,0.897,,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,64,False
6435,27197,city_16,0.91,Male,False,no_enrollment,Graduate,Humanities,>20,10000+,Pvt Ltd,>4,210,False
6436,25078,city_162,0.767,,True,Full time course,Graduate,STEM,10,1000-4999,Pvt Ltd,1,39,False
6439,1958,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,4,114,False
6443,9220,city_36,0.893,Male,False,no_enrollment,Graduate,Business Degree,19,1000-4999,Pvt Ltd,never,188,False
6453,2920,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,14,10000+,Pvt Ltd,1,153,False
6460,16701,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,29,False
6466,1954,city_61,0.913,Male,True,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,1,218,False
6468,27803,city_75,0.939,Male,True,no_enrollment,Graduate,STEM,16,1000-4999,NGO,1,40,False
6481,26027,city_75,0.939,Male,True,no_enrollment,Phd,STEM,>20,1000-4999,Pvt Ltd,2,27,False
6485,27020,city_103,0.92,Male,True,no_enrollment,Masters,Arts,17,10000+,Pvt Ltd,>4,43,False
6487,10849,city_71,0.884,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,167,False
6488,17273,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,3,18,False
6504,9658,city_114,0.926,Male,True,no_enrollment,High School,,19,1000-4999,Pvt Ltd,>4,122,False
6535,28062,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,NGO,>4,20,False
6547,20908,city_61,0.913,,False,Full time course,Masters,STEM,13,5000-9999,Public Sector,2,6,False
6558,2414,city_21,0.624,Male,True,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,never,45,False
6562,18943,city_104,0.924,Male,True,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,4,64,False
6569,13634,city_91,0.691,Male,False,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,2,86,False
6575,27408,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,2,43,False
6587,10684,city_149,0.689,Male,True,no_enrollment,Graduate,STEM,17,1000-4999,Pvt Ltd,,48,False
6594,13133,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,>4,90,False
6595,28527,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,1,46,False
6615,31091,city_71,0.884,Male,True,no_enrollment,Masters,STEM,12,10000+,Pvt Ltd,1,101,False
6619,2779,city_114,0.926,Male,True,no_enrollment,Masters,STEM,15,1000-4999,Pvt Ltd,4,53,False
6623,9767,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,12,5000-9999,Pvt Ltd,1,106,False
6632,13638,city_102,0.804,Male,True,no_enrollment,Masters,STEM,13,1000-4999,Pvt Ltd,3,60,False
6639,84,city_103,0.92,Other,True,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,>4,92,False
6651,30106,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,13,5000-9999,Pvt Ltd,>4,12,False
6652,12652,city_104,0.924,Male,True,no_enrollment,Graduate,STEM,11,1000-4999,Pvt Ltd,never,33,False
6659,8716,city_103,0.92,Male,True,no_enrollment,Masters,STEM,12,10000+,Pvt Ltd,1,77,False
6662,26546,city_45,0.89,Male,True,,Graduate,STEM,>20,1000-4999,Pvt Ltd,3,34,False
6667,23417,city_114,0.926,,False,no_enrollment,Masters,STEM,14,1000-4999,Pvt Ltd,2,23,False
6672,5744,city_67,0.855,Male,True,Part time course,High School,,10,1000-4999,Public Sector,1,43,False
6682,14510,city_36,0.893,,True,Full time course,Masters,STEM,>20,1000-4999,,>4,50,False
6700,1181,city_75,0.939,,False,Full time course,Masters,STEM,18,10000+,Pvt Ltd,4,12,False
6717,18144,city_83,0.923,Male,False,no_enrollment,Masters,No Major,15,1000-4999,Pvt Ltd,>4,44,False
6722,491,city_104,0.924,Male,False,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,33,False
6730,2,city_103,0.92,Male,False,no_enrollment,Phd,STEM,15,10000+,NGO,3,128,False
6736,10918,city_103,0.92,Female,True,no_enrollment,Phd,Arts,15,1000-4999,,1,48,False
6737,20699,city_73,0.754,Male,True,no_enrollment,Graduate,STEM,16,5000-9999,Pvt Ltd,3,48,False
6738,5695,city_16,0.91,Male,True,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,1,152,False
6749,25956,city_103,0.92,Male,True,no_enrollment,Graduate,Business Degree,19,10000+,Pvt Ltd,2,91,False
6758,28658,city_21,0.624,Male,True,no_enrollment,Graduate,STEM,14,10000+,Pvt Ltd,never,83,False
6774,18826,city_16,0.91,Female,True,no_enrollment,Graduate,STEM,17,1000-4999,Pvt Ltd,1,3,False
6776,20397,city_114,0.926,,False,no_enrollment,Graduate,STEM,>20,10000+,,>4,62,False
6788,26205,city_103,0.92,Male,True,no_enrollment,Graduate,Humanities,12,10000+,Pvt Ltd,2,72,False
6790,14401,city_123,0.738,,True,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,3,37,False
6808,28438,city_162,0.767,Male,True,no_enrollment,Graduate,STEM,13,1000-4999,Pvt Ltd,>4,68,False
6817,555,city_160,0.92,Male,True,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,4,32,False
6821,26212,city_61,0.913,Male,False,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,124,False
6834,12281,city_14,0.698,Male,True,no_enrollment,Masters,STEM,16,5000-9999,Pvt Ltd,3,135,False
6844,26272,city_75,0.939,Male,True,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,1,33,False
6860,7724,city_103,0.92,Male,True,no_enrollment,Masters,STEM,>20,10000+,,1,38,False
6861,30998,city_103,0.92,,False,Part time course,Graduate,STEM,18,10000+,Pvt Ltd,2,55,False
6877,17813,city_136,0.897,Male,True,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,>4,52,False
6878,32204,city_28,0.939,Male,True,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,1,32,False
6882,9783,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,>4,33,False
6895,18508,city_28,0.939,Male,True,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,>4,7,False
6907,27601,city_114,0.926,Male,True,no_enrollment,Masters,STEM,18,1000-4999,Pvt Ltd,2,112,False
6909,15846,city_103,0.92,Male,True,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,1,29,False
6916,7261,city_73,0.754,Male,True,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,>4,20,False
6919,26761,city_104,0.924,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,65,False
6931,26295,city_61,0.913,Female,True,no_enrollment,Graduate,STEM,12,5000-9999,,1,86,False
6935,4535,city_116,0.743,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,4,56,False
6960,4778,city_21,0.624,Male,True,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,>4,85,False
6984,31216,city_114,0.926,Male,True,no_enrollment,Masters,STEM,11,1000-4999,Public Sector,1,22,False
7002,31531,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,12,1000-4999,Pvt Ltd,4,108,False
7009,1221,city_40,0.776,Male,True,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,1,32,False
7030,1625,city_160,0.92,Male,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,32,False
7037,16930,city_114,0.926,Male,True,,Masters,STEM,19,10000+,Pvt Ltd,1,294,False
7038,7972,city_28,0.939,,False,,Graduate,STEM,10,1000-4999,,1,22,False
7049,2966,city_61,0.913,Male,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,50,False
7056,4178,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,4,22,False
7058,869,city_23,0.899,Male,True,no_enrollment,,,14,1000-4999,Pvt Ltd,2,51,False
7072,2017,city_165,0.903,Male,False,no_enrollment,Masters,Humanities,>20,1000-4999,Pvt Ltd,>4,6,False
7088,27655,city_114,0.926,Male,True,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,1,116,False
7091,26155,city_103,0.92,Female,True,no_enrollment,Graduate,Humanities,17,1000-4999,Pvt Ltd,1,20,False
7102,30288,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,18,1000-4999,Pvt Ltd,>4,8,False
7119,31067,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,18,1000-4999,Pvt Ltd,4,22,False
7146,23729,city_150,0.698,Male,True,no_enrollment,Graduate,STEM,>20,10000+,,>4,35,False
7147,32461,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,>4,135,False
7160,27566,city_103,0.92,Male,True,no_enrollment,Masters,STEM,13,10000+,Pvt Ltd,1,14,False
7169,2997,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,17,10000+,Public Sector,4,74,False
7186,19728,city_114,0.926,Male,False,no_enrollment,High School,,11,10000+,Pvt Ltd,4,52,False
7189,6756,city_136,0.897,Male,False,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,>4,156,False
7197,30786,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,15,1000-4999,Public Sector,3,88,False
